SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	global_idx	presentation_number
2	1	1	34	72678	2400	0.732696934021078	0	1.0	665.1426930038724	0.0			0	1.0	1	0	1.0	0	34	1
2	1	1	35	2543	2252	0.7327895323978736	0	1.0	520.298836985603	0.0			0	1.0	1	0	1.0	0	35	1
2	1	1	36	44981	612	0.7328358212253078	0	1.0	767.7798889926634	0.0			0	1.0	1	0	1.0	0	36	1
2	1	1	37	68768	1609	0.7328821143601089	0	1.0	758.8525289902462	0.0			0	1.0	1	0	1.0	0	37	1
2	1	1	38	15319	3579	0.7329284141305834	0	1.0	589.9347490048967	0.0			0	1.0	1	0	1.0	0	38	1
2	1	1	39	13145	1703	0.7329747078474611	0	1.0	971.6698180127424	0.0			0	1.0	1	0	1.0	0	39	1
2	1	1	40	13529	9976	0.7330210008658468	0	1.0	789.3691750068683	0.0			0	1.0	1	0	1.0	0	40	1
2	1	1	41	55547	5770	0.7330672937678173	0	1.0	583.2611770019867	0.0			0	1.0	1	0	1.0	0	41	1
2	1	1	42	19537	8748	0.7331135901622474	0	1.0	881.0620490112342	0.0			0	1.0	1	0	1.0	0	42	1
2	1	1	43	67627	9202	0.7331598832970485	0	1.0	632.269396999618	0.0			0	1.0	1	0	1.0	0	43	1
2	1	1	44	55635	3123	0.7332061700290068	0	1.0	938.5094299796035	0.0			0	1.0	1	0	1.0	0	44	1
2	1	1	45	32626	436	0.7332524721277877	0	1.0	627.0066990109625	0.0			0	1.0	1	0	1.0	0	45	1
2	1	1	46	23934	4586	0.7333450630540028	1	1.0	764.8893400037196	0.0	28.0		1	1.0	0	1	2.0	0	46	2
2	1	1	47	36748	1499	0.7333912497851997	0	1.0	704.6577100118157	0.0			0	1.0	1	0	1.0	0	47	1
2	1	1	48	39269	2872	0.7334375465288758	0	1.0	1074.5702909771353	0.0			0	1.0	1	0	1.0	0	48	1
2	1	1	49	17169	9173	0.7334838422248139	0	1.0	753.0584220075981	0.0			0	1.0	1	0	1.0	0	49	1
2	1	1	50	62422	2665	0.7335301279090344	0	1.0	1342.1771439898291	0.0			0	1.0	1	0	1.0	0	50	1
2	1	1	51	58942	1045	0.7335764293093234	0	1.0	1057.7763119945303	0.0			0	1.0	1	0	1.0	0	51	1
2	1	1	52	39785	1974	0.7336227189516648	0	1.0	877.6236770208925	0.0			0	1.0	1	0	1.0	0	52	1
2	1	1	53	985	2268	0.7336690170923247	0	1.0	946.4005659974644	0.0			0	1.0	1	0	1.0	0	53	1
2	1	1	54	50444	7771	0.7337153101107105	0	1.0	988.7748939800077	0.0			0	1.0	1	0	1.0	0	54	1
2	1	1	55	17055	6336	0.7338078947504982	0	1.0	706.2025009945501	0.0			0	1.0	1	0	1.0	0	55	1
2	1	1	56	53053	727	0.7338541897479444	0	1.0	593.1465770117939	0.0			0	1.0	1	0	1.0	0	56	1
2	1	1	57	4931	40	0.7339004859095439	0	1.0	1050.321463990258	0.0			0	1.0	1	0	1.0	0	57	1
2	1	1	58	38030	6000	0.7339467742713168	0	1.0	909.9827390164138	0.0			0	1.0	1	0	1.0	0	58	1
2	1	1	59	8985	7046	0.7339930743910372	0	1.0	976.8392599944491	0.0			0	1.0	1	0	1.0	0	59	1
2	1	1	60	1592	1607	0.7340393688064067	0	1.0	980.5023820081261	0.0			0	1.0	1	0	1.0	0	60	1
2	1	1	61	50558	2132	0.7340856634546071	0	1.0	941.0388420219533	0.0			0	1.0	1	0	1.0	0	61	1
2	1	1	62	7239	5352	0.7341319565894082	0	1.0	1005.7687649969012	0.0			0	1.0	1	0	1.0	0	62	1
2	1	1	63	17445	2514	0.7341782519361004	0	1.0	1001.6575169865972	0.0			0	1.0	1	0	1.0	0	63	1
2	1	2	1	4983	5730	0.7360031848074868	0	1.0	1061.7191799974535	0.0			0	1.0	1	0	1.0	0	64	1
2	1	2	2	28151	4135	0.736049490631558	0	1.0	1070.867063011974	0.0			0	1.0	1	0	1.0	0	65	1
2	1	2	3	69581	5169	0.7360957686323673	0	1.0	1016.58085201052	0.0			0	1.0	1	0	1.0	0	66	1
2	1	2	4	12204	5821	0.7361420778324828	0	1.0	1188.0877400108147	0.0			0	1.0	1	0	1.0	0	67	1
2	1	2	5	58806	8842	0.7361883562989532	0	1.0	1154.7593699942809	0.0			0	1.0	1	0	1.0	0	68	1
2	1	2	6	28151	4135	0.7362346579320728	1	1.0	849.0011240064632	0.0	3.0		1	1.0	0	1	2.0	0	69	2
2	1	2	7	34370	4990	0.736280944547616	0	0.0	903.0212899961043	0.0			0	0.0	0	1	2.0	0	70	1
2	1	2	8	36146	9955	0.7363272480433806	0	1.0	1045.05333097768	0.0			0	1.0	1	0	1.0	0	71	1
2	1	2	9	26259	7331	0.7363735404796898	0	1.0	1101.8759669968858	0.0			0	1.0	1	0	1.0	0	72	1
2	1	2	10	62449	3470	0.736419835477136	0	1.0	1031.514385016635	0.0			0	1.0	1	0	1.0	0	73	1
2	1	2	11	71218	9913	0.7364661323372274	0	1.0	1091.8397509958595	0.0			0	1.0	1	0	1.0	0	74	1
2	1	2	12	61309	3207	0.736558717675507	0	1.0	775.3942440031096	0.0			0	1.0	1	0	1.0	0	75	1
2	1	2	13	2226	5799	0.7366050102282315	0	1.0	1181.262450001668	0.0			0	1.0	1	0	1.0	0	76	1
2	1	2	14	59796	4068	0.7366512961452826	0	1.0	1340.847929008305	0.0			0	1.0	1	0	1.0	0	77	1
2	1	2	15	25152	2204	0.736697593703866	0	1.0	1532.723080017604	0.0			0	1.0	1	0	1.0	0	78	1
2	1	2	16	37882	7081	0.736743891146034	0	1.0	956.308696011547	0.0			0	1.0	1	0	1.0	0	79	1
2	1	2	17	59935	3632	0.7367901861434802	0	1.0	1215.1513270218857	0.0			0	1.0	1	0	1.0	0	80	1
2	1	2	18	53955	3444	0.736836479161866	0	1.0	1258.0261029943358	0.0			0	1.0	1	0	1.0	0	81	1
2	1	2	19	37937	2840	0.7368827745085582	0	1.0	1401.9982750178315	0.0			0	1.0	1	0	1.0	0	82	1
2	1	2	20	56366	1538	0.7369290677597746	0	1.0	1406.032844010042	0.0			0	1.0	1	0	1.0	0	83	1
2	1	2	21	33690	8951	0.737021654844284	0	1.0	690.2248699916527	0.0			0	1.0	1	0	1.0	0	84	1
2	1	2	22	51621	8009	0.7370679463492706	0	1.0	1229.9945370177738	0.0			0	1.0	1	0	1.0	0	85	1
2	1	2	23	27019	5772	0.7371142440242692	0	1.0	1219.29086901946	0.0			0	1.0	1	0	1.0	0	86	1
2	1	2	24	64046	5200	0.7371604469371958	0	1.0	1233.0487990111578	0.0			0	1.0	1	0	1.0	0	87	1
2	1	2	25	43768	7984	0.7372067312244325	0	1.0	1231.3967169902753	0.0			0	1.0	1	0	1.0	0	88	1
2	1	2	26	59677	9865	0.7372530284337699	0	1.0	1365.8261250238863	0.0			0	1.0	1	0	1.0	0	89	1
2	1	2	27	11300	7367	0.7372993188910186	0	1.0	1213.00579799572	0.0			0	1.0	1	0	1.0	0	90	1
2	1	2	28	32626	436	0.737345612491481	1	1.0	864.0322099963668	0.0	45.0		1	1.0	0	1	2.0	0	91	2
2	1	2	29	49483	3014	0.73739191389177	0	1.0	1102.6347799925131	0.0			0	1.0	1	0	1.0	0	92	1
2	1	2	30	51853	3569	0.7374382008565589	0	1.0	1044.1480469889939	0.0			0	1.0	1	0	1.0	0	93	1
2	1	2	31	69397	6871	0.7375307925976812	0	1.0	903.0141039984301	0.0			0	1.0	1	0	1.0	0	94	1
2	1	2	32	35304	4263	0.7375770877115428	0	1.0	1205.7008290139493	0.0			0	1.0	1	0	1.0	0	95	1
2	1	2	33	3939	3694	0.7376233843388035	0	1.0	1103.9708299795163	0.0			0	1.0	1	0	1.0	0	96	1
2	1	2	34	10198	5322	0.737669673631899	0	1.0	1193.3056919951923	0.0			0	1.0	1	0	1.0	0	97	1
2	1	2	35	26354	4061	0.737715970026329	0	1.0	1114.2792320169974	0.0			0	1.0	1	0	1.0	0	98	1
2	1	2	36	20760	7985	0.7377622661879286	0	1.0	870.408729999326	0.0			0	1.0	1	0	1.0	0	99	1
2	1	2	37	69807	6041	0.7378085565287619	0	1.0	1172.3315060080495	0.0			0	1.0	1	0	1.0	0	100	1
2	1	2	38	31933	6142	0.7378548569977283	0	1.0	1255.3970360022504	0.0			0	1.0	1	0	1.0	0	101	1
2	1	2	39	59833	6843	0.7379011480370536	0	1.0	1206.6241319989783	0.0			0	1.0	1	0	1.0	0	102	1
2	1	2	40	52323	7442	0.737947442336008	0	1.0	1591.8052089982666	0.0			0	1.0	1	0	1.0	0	103	1
2	1	2	41	47020	1108	0.7380400307010859	0	1.0	1103.2764740230048	0.0			0	1.0	1	0	1.0	0	104	1
2	1	2	42	42228	9936	0.7380863286089152	0	1.0	702.2639540082308	0.0			0	1.0	1	0	1.0	0	105	1
2	1	2	43	47326	2757	0.7381326146423816	0	1.0	1180.34198298119	0.0			0	1.0	2	0	1.0	0	106	1
2	1	2	44	69268	9658	0.7381789056817069	0	1.0	1204.2368669935968	0.0			0	1.0	1	0	1.0	0	107	1
2	1	2	45	69581	5169	0.7382252066163346	1	1.0	727.8793530131225	0.0	41.0		1	1.0	0	1	2.0	0	108	2
2	1	2	46	72624	3376	0.7382715017301961	0	1.0	930.5428530205971	0.0			0	1.0	1	0	1.0	0	109	1
2	1	2	47	60657	7287	0.738317795912735	0	1.0	1088.2202979992144	0.0			0	1.0	2	0	1.0	0	110	1
2	1	2	48	11410	5363	0.7383640877669677	0	1.0	1144.5516980020327	0.0			0	1.0	1	0	1.0	0	111	1
2	1	2	49	57804	5834	0.7384102857904508	0	1.0	1576.6916289867368	0.0			0	1.0	1	0	1.0	0	112	1
2	1	2	50	40033	6448	0.7384565772954375	0	1.0	1335.0874079915227	0.0			0	1.0	1	0	1.0	0	113	1
2	1	2	51	39603	4186	0.7385028700809925	0	1.0	1258.9034420088865	0.0			0	1.0	1	0	1.0	0	114	1
2	1	2	52	62212	9715	0.7385491718305274	0	1.0	1415.8041490009055	0.0			0	1.0	1	0	1.0	0	115	1
2	1	2	53	19446	1430	0.738641758565791	0	1.0	1120.9088549949229	0.0			0	1.0	1	0	1.0	0	116	1
2	1	2	54	28904	9621	0.7386880511185154	0	1.0	1212.2687340015543	0.0			0	1.0	1	0	1.0	0	117	1
2	1	2	55	64363	7112	0.7387343489099293	0	1.0	863.8108329905663	0.0			0	1.0	1	0	1.0	0	118	1
2	1	2	56	28873	9845	0.738780641928315	0	1.0	1303.0371329805348	0.0			0	1.0	1	0	1.0	0	119	1
2	1	2	57	39707	7473	0.7388269343646243	0	1.0	1647.1834759868216	0.0			0	1.0	1	0	1.0	0	120	1
2	1	2	58	6432	60	0.7388732341350988	0	1.0	1307.4988070002291	0.0			0	1.0	1	0	1.0	0	121	1
2	1	2	59	47326	2757	0.7389195259893313	1	1.0	718.944027001271	0.0	15.0		1	1.0	0	1	2.0	0	122	2
2	1	2	60	19684	2704	0.7389658105093985	0	1.0	1054.4499380048364	0.0			0	1.0	1	0	1.0	0	123	1
2	1	2	61	18695	8634	0.7390121116768568	1	0.0	1351.4001139847096	0.0	104.0		1	0.0	1	0	1.0	0	124	2
2	1	2	62	68740	4900	0.7390584087697789	0	1.0	1167.5181449973024	0.0			0	1.0	1	0	1.0	0	125	1
2	1	3	1	30533	7336	0.7406586242141202	0	1.0	1412.6292130094953	0.0			0	1.0	1	0	1.0	0	126	1
2	1	3	2	70336	970	0.7407049243338406	0	1.0	1425.429302995326	0.0			0	1.0	1	0	1.0	0	127	1
2	1	3	3	69020	4229	0.7407512095523998	0	1.0	1212.2186349879485	0.0			0	1.0	1	0	1.0	0	128	1
2	1	3	4	43875	3770	0.7407975147943943	0	1.0	1268.7369659834076	0.0			0	1.0	1	0	1.0	0	129	1
2	1	3	5	66193	3284	0.7408437941921874	0	1.0	1370.2903240045998	0.0			0	1.0	1	0	1.0	0	130	1
2	1	3	6	61214	6316	0.740890099783428	0	1.0	1200.7152570004107	0.0			0	1.0	1	0	1.0	0	131	1
2	1	3	7	72375	1266	0.740936383837834	0	1.0	1402.382505009882	0.0			0	1.0	1	0	1.0	0	132	1
2	1	3	8	36577	479	0.7409826853545382	0	1.0	1127.6849629939531	0.0			0	1.0	1	0	1.0	0	133	1
2	1	3	9	17552	6277	0.7410289640538394	0	1.0	1154.3567050248384	0.0			0	1.0	1	0	1.0	0	134	1
2	1	3	10	12528	9754	0.7410752670839428	0	1.0	1032.8563409857452	0.0			0	1.0	1	0	1.0	0	135	1
2	1	3	11	60784	7300	0.7411678642965853	0	1.0	825.4770789935718	0.0			0	1.0	1	0	1.0	0	136	1
2	1	3	12	6742	1104	0.7412141496315598	0	1.0	1135.0994719832668	0.0			0	1.0	1	0	1.0	0	137	1
2	1	3	13	67455	7313	0.7412604477722197	0	1.0	1430.391766014509	0.0			0	1.0	1	0	1.0	0	138	1
2	1	3	14	3678	3250	0.7413067354355007	0	1.0	1419.9183830060065	0.0			0	1.0	1	0	1.0	0	139	1
2	1	3	15	9433	6726	0.7413530331104993	0	1.0	1525.4947649955284	0.0			0	1.0	1	0	1.0	0	140	1
2	1	3	16	8827	8054	0.7413993158843368	0	1.0	1667.0290069887415	0.0			0	1.0	1	0	1.0	0	141	1
2	1	3	17	8120	7613	0.7414456324186176	0	1.0	1403.441877977457	0.0			0	1.0	1	0	1.0	0	142	1
2	1	3	18	41994	6236	0.7414919116999953	0	1.0	1164.151684002718	0.0			0	1.0	1	0	1.0	0	143	1
2	1	3	19	4355	2259	0.7415382133331149	0	1.0	1390.5800490174443	0.0			0	1.0	1	0	1.0	0	144	1
2	1	3	20	3424	3968	0.7415844986680895	0	1.0	1229.552375996718	0.0			0	1.0	1	0	1.0	0	145	1
2	1	3	21	23617	2980	0.7416307886596769	0	1.0	1124.728390976088	0.0			0	1.0	1	0	1.0	0	146	1
2	1	3	22	70801	9718	0.7416770899435505	0	1.0	1275.1409259799402	0.0			0	1.0	1	0	1.0	0	147	1
2	1	3	23	68936	1550	0.7417233861051499	0	1.0	1154.831243009539	0.0			0	1.0	1	0	1.0	0	148	1
2	1	3	24	23617	2980	0.7417696715565398	1	1.0	811.8980690196622	0.0	2.0		1	1.0	0	1	2.0	0	149	2
2	1	3	25	6573	6274	0.7418622662080451	0	1.0	1061.9590980059	0.0			0	1.0	1	0	1.0	0	150	1
2	1	3	26	34456	6666	0.7419085635337977	0	1.0	1146.3865980040282	0.0			0	1.0	1	0	1.0	0	151	1
2	1	3	27	9886	3580	0.7419548538746312	0	1.0	1332.0165000041015	0.0			0	1.0	1	0	1.0	0	152	1
2	1	3	28	57047	791	0.7420011450303718	0	1.0	1204.2220959847327	0.0			0	1.0	1	0	1.0	0	153	1
2	1	3	29	50444	7771	0.7420474470127373	1	1.0	892.2490590193775	0.0	99.0		1	1.0	0	1	2.0	0	154	2
2	1	3	30	20760	7985	0.7420937408460304	1	1.0	788.5817789938301	0.0	55.0		1	1.0	0	2	2.0	0	155	2
2	1	3	31	54042	5651	0.7421400331659243	0	1.0	837.324353022268	0.0			0	1.0	1	0	1.0	0	156	1
2	1	3	32	11403	4786	0.7421862300252541	0	1.0	870.5394989810885	0.0			0	1.0	1	0	1.0	0	157	1
2	1	3	33	16265	5910	0.7422325162915512	0	0.0	1076.968437002506	0.0			0	0.0	0	1	2.0	0	158	1
2	1	3	34	41669	6588	0.7422788178082556	0	1.0	1175.6423150072803	0.0			0	1.0	1	0	1.0	0	159	1
2	1	3	35	30615	5925	0.7423251151340082	0	1.0	1181.2109239981507	0.0			0	1.0	1	0	1.0	0	160	1
2	1	3	36	22618	5699	0.7424176974454894	0	1.0	835.2934110153002	0.0			0	1.0	1	0	1.0	0	161	1
2	1	3	37	71870	3719	0.7424639906967058	0	1.0	1375.8613170066383	0.0			0	1.0	1	0	1.0	0	162	1
2	1	3	38	1367	5440	0.7425102811539545	0	1.0	1041.9699700141791	0.0			0	1.0	1	0	1.0	0	163	1
2	1	3	39	32515	9470	0.7425565806915982	0	1.0	1226.5636299853213	0.0			0	1.0	1	0	1.0	0	164	1
2	1	3	40	27012	1330	0.742602878017351	0	1.0	1202.1445599966682	0.0			0	1.0	1	0	1.0	0	165	1
2	1	3	41	41273	8935	0.7426491660298778	0	1.0	1103.5571259853896	0.0			0	1.0	1	0	1.0	0	166	1
2	1	3	42	7660	80	0.7426954639377072	0	1.0	1168.8830369967036	0.0			0	1.0	1	0	1.0	0	167	1
2	1	3	43	49803	2159	0.7427417538128793	0	1.0	1091.5299569896888	0.0			0	1.0	1	0	1.0	0	168	1
2	1	3	44	31820	1866	0.7427880549803376	0	1.0	1026.3603820058051	0.0			0	1.0	1	0	1.0	0	169	1
2	1	3	45	8080	5965	0.7428806439274922	0	1.0	1263.830390991643	0.0			0	1.0	1	0	1.0	0	170	1
2	1	3	46	8629	7512	0.7429269406711682	0	1.0	1136.06656898628	0.0			0	1.0	1	0	1.0	0	171	1
2	1	3	47	5667	4025	0.7429732269374653	0	1.0	1217.0651229971554	0.0			0	1.0	1	0	1.0	0	172	1
2	1	3	48	5667	4025	0.7430195263586938	1	1.0	754.3237909849267	0.0	0.0		1	1.0	0	1	2.0	0	173	2
2	1	3	49	30374	403	0.7430658198427408	0	1.0	802.85878299037	0.0			0	1.0	1	0	1.0	0	174	1
2	1	3	50	39459	1665	0.7431121130939573	0	1.0	1117.835646989988	0.0			0	1.0	1	0	1.0	0	175	1
2	1	3	51	4988	9667	0.7431584106525406	0	1.0	1259.519276994979	0.0			0	1.0	1	0	1.0	0	176	1
2	1	3	52	25960	340	0.7432046935427933	0	0.0	972.7038120036012	0.0			0	0.0	0	1	2.0	0	177	1
2	1	3	53	60333	6692	0.7432509954087436	0	1.0	844.1893540148156	0.0			0	1.0	1	0	1.0	0	178	1
2	1	3	54	57869	3824	0.7433435874991118	0	1.0	1571.706685994286	0.0			0	1.0	1	0	1.0	0	179	1
2	1	3	55	7914	1160	0.7433897852897644	0	1.0	1335.252010001568	0.0			0	1.0	1	0	1.0	0	180	1
2	1	3	56	8985	7046	0.743436075747013	1	0.0	1151.7879099992567	0.0	121.0		1	0.0	1	0	1.0	0	181	2
2	1	3	57	8579	7852	0.7434823692310601	0	1.0	1162.0168530207593	0.0			0	1.0	1	0	1.0	0	182	1
2	1	3	58	3971	5291	0.7435286571271718	0	1.0	1403.012930008117	0.0			0	1.0	1	0	1.0	0	183	1
2	1	3	59	23867	3595	0.7435749595751985	0	1.0	1362.0921520050615	0.0			0	1.0	1	0	1.0	0	184	1
2	1	3	60	21790	2325	0.7436212506145238	0	1.0	1358.474175009178	0.0			0	1.0	1	0	1.0	0	185	1
2	1	3	61	33116	4285	0.7436675450298935	0	1.0	1411.1071650113445	0.0			0	1.0	1	0	1.0	0	186	1
2	1	3	62	57417	8561	0.7437138321110978	0	1.0	1384.3729270156473	0.0			0	1.0	1	0	1.0	0	187	1
2	1	3	63	49483	3014	0.7437601335113868	1	1.0	708.548611990409	0.0	95.0		1	1.0	0	1	2.0	0	188	2
2	1	4	1	30374	403	0.7453427026048302	1	1.0	1260.1721259998155	0.0	14.0		1	1.0	0	1	2.0	0	189	2
2	1	4	2	44981	612	0.7453890085453166	1	1.0	1737.4214449955616	0.0	153.0		1	1.0	0	1	2.0	0	190	2
2	1	4	3	39117	4687	0.7454352885251864	0	1.0	964.0285870118531	0.0			0	1.0	1	0	1.0	0	191	1
2	1	4	4	23841	9425	0.7454815907403826	1	1.0	1302.083123999182	0.0	170.0		1	1.0	0	1	2.0	0	192	2
2	1	4	5	22717	7750	0.7455278831766918	0	1.0	1302.418432023842	0.0			0	1.0	1	0	1.0	0	193	1
2	1	4	6	22340	3194	0.7455741734011098	0	0.0	1191.3010290008967	0.0			0	0.0	0	1	2.0	0	194	1
2	1	4	7	27946	2628	0.7456204711925238	0	1.0	1134.5269349985756	0.0			0	1.0	1	0	1.0	0	195	1
2	1	4	8	18290	9722	0.7456667800433933	0	1.0	1215.874815999996	0.0			0	1.0	1	0	1.0	0	196	1
2	1	4	9	57417	8561	0.7457130512921138	1	1.0	903.7997290142813	0.0	9.0		1	1.0	0	1	2.0	0	197	2
2	1	4	10	29074	2670	0.7457593504805117	0	1.0	837.7457949973177	0.0			0	1.0	1	0	1.0	0	198	1
2	1	4	11	63028	5109	0.7458519326755777	0	0.0	1271.2481349881273	0.0			0	0.0	0	1	2.0	0	199	1
2	1	4	12	51302	3457	0.7458981414092704	0	1.0	2154.826454992872	0.0			0	1.0	1	0	1.0	0	200	1
2	1	4	13	69768	9972	0.7459444334963335	0	1.0	2001.929291000124	0.0			0	1.0	1	0	1.0	0	201	1
2	1	4	14	65415	899	0.7459907263983041	0	1.0	1516.132746997755	0.0			0	1.0	1	0	1.0	0	202	1
2	1	4	15	8602	5741	0.7460370218614116	0	1.0	970.6659980001859	0.0			0	1.0	1	0	1.0	0	203	1
2	1	4	16	42722	3831	0.7460833172081038	0	1.0	1202.8252859890927	0.0			0	1.0	1	0	1.0	0	204	1
2	1	4	17	11472	3799	0.7461296112742274	0	1.0	1062.8648389829323	0.0			0	1.0	1	0	1.0	0	205	1
2	1	4	18	68798	2517	0.7461759046418592	0	1.0	1022.6830369792877	0.0			0	1.0	1	0	1.0	0	206	1
2	1	4	19	28452	6504	0.7462221913738176	0	1.0	893.4636280173437	0.0			0	1.0	1	0	1.0	0	207	1
2	1	4	20	71928	3548	0.7463147857924923	0	1.0	1305.6640919821803	0.0			0	1.0	1	0	1.0	0	208	1
2	1	4	21	8951	6399	0.7463610790437087	0	1.0	1322.7987179998308	0.0			0	1.0	1	0	1.0	0	209	1
2	1	4	22	12494	3095	0.7464073738083243	0	1.0	1304.0472920110915	0.0			0	1.0	1	0	1.0	0	210	1
2	1	4	23	30526	9021	0.7464536646148189	0	1.0	1641.5071530209389	0.0			0	1.0	1	0	1.0	0	211	1
2	1	4	24	33457	9121	0.74649996496737	0	1.0	1932.6519999885927	0.0			0	1.0	1	0	1.0	0	212	1
2	1	4	25	8579	7852	0.7465462506515905	1	1.0	943.6549399979411	0.0	30.0		1	1.0	0	1	2.0	0	213	2
2	1	4	26	47020	1108	0.746592547162436	1	1.0	1022.7268129820004	0.0	109.0		1	1.0	0	1	2.0	0	214	2
2	1	4	27	66800	8441	0.7466388494940474	0	1.0	1218.61930101295	0.0			0	1.0	1	0	1.0	0	215	1
2	1	4	28	64704	9826	0.7466851385543122	0	1.0	1240.1799590152223	0.0			0	1.0	1	0	1.0	0	216	1
2	1	4	29	24485	7559	0.74673143052496	0	1.0	1414.5126180083023	0.0			0	1.0	1	0	1.0	0	217	1
2	1	4	30	23291	2880	0.7468240227317438	0	1.0	1402.217978000408	0.0			0	1.0	1	0	1.0	0	218	1
2	1	4	31	68986	9949	0.746870316681452	0	1.0	1289.4002399989404	0.0			0	1.0	1	0	1.0	0	219	1
2	1	4	32	54961	7441	0.7469166121445596	1	1.0	934.2494139855261	0.0	196.0		1	1.0	0	1	2.0	0	220	2
2	1	4	33	63243	4751	0.7469628961989656	0	1.0	1093.2392310060095	0.0			0	1.0	1	0	1.0	0	221	1
2	1	4	34	3103	5679	0.7470091928262264	0	1.0	1231.6062019963283	0.0			0	1.0	1	0	1.0	0	222	1
